HotelName,Latitude,Longitude,TransportationModesCount,AttractionPlacesCount,Rating
Kurumba Villas,6.422382,80.001516,7,13,54
Kutumbaya Resort,8.3185309,80.4115109,9,0,51.6
Kuwera Eco Lodge,7.985754,80.774848,0,1,28.8
L&D Stay Inn,7.0003939,79.9161983,5,1,0
La Casita Bentota,6.422788,80.0016098,7,13,27
La Dolce Vita,7.2395606,79.8413895,1,7,68.8
La Veranda Di Serena,6.0064515,80.2532883,1,13,50.4
Lagoon Bentota,6.4311789,80.0069582,7,11,56.4
Lagoon Boutique Hotel,6.0285854,80.7955551,8,4,50.4
Lagoon Garden Hotel,6.4451549,79.9913879,10,11,46.8
Lagoon Gate Tangalle Resort,6.0531197,80.8433853,0,5,58.8
Lagoon Paradise Beach Resort,6.0428392,80.8166397,0,4,68.8
Laguna Beach Villa,7.0328689,79.8605733,0,2,44.4
Lahiru Homestay,7.941707,80.7316705,1,5,28.8
Lahiru Villa,6.0445476,80.1934751,23,8,27
Lake Monark Resort,8.3101348,80.4438781,1,0,45.6
Lake Reach Hotel (Restaurant & Bar),7.2872208,80.6485543,11,34,24.6
Lake Serenity Resort & Spa,6.7627869,80.3522923,0,1,64
Lake Wave Hotel,8.3147468,80.4024063,8,1,48
Lakegala Resort,7.6620665,80.8351707,0,0,52.8
Lakeside Villa,8.3147493,80.4059827,8,0,50.4
Lakewood Residence,7.2899457,80.6380354,13,36,43.2
Lakmini Lodge Sigiriya,7.9516959,80.7537918,1,15,43.2
Lakraj Heritage,5.9356219,80.5207429,3,6,68.8
Laksara Grand Resort,6.2549387,80.4949528,0,1,24.6
Lakshmi Family Villa,7.2307053,79.8436045,2,9,24
Lal Homestay,7.9497807,80.7442653,1,15,51.6
Lala's Place,6.0656589,80.1715177,11,4,54
Laluna Ayurveda Resort,6.4359285,79.9950217,10,16,64
Laluna Eco Resort,6.4595626,80.0196994,3,1,27
Land's End Villa,6.008723,80.2403426,3,14,49.2
Lanka Lake Villa,6.7659569,79.9216489,20,0,50.4
Lanka Princess,6.4436848,79.9899095,10,11,55.2
Lanka Yoga,6.9113745,79.8704652,23,28,52.8
Lantern Boutique Hotel by Reveal,5.9397297,80.4892746,3,12,73.6
Lara's Place Unawatuna,6.0098954,80.2536715,2,17,28.2
Larn's Villa,6.6489928,79.9331783,2,0,24.6
Latheena Beach,5.9673668,80.451296,3,12,51.6
LAVAN Bolgoda,6.7905559,79.908038,22,5,50.4
Lavanga Resort & Spa,6.115437,80.11976,16,13,58.8
Lavendish Beach Resort,6.0075957,80.2529372,1,16,45.6
Lavendish Wild Safari,7.6186547,80.925932,0,0,50.4
Lavendra Villa,5.961969,80.4677373,2,10,48
Lavenro Garden Hotel,6.939618,80.1355822,5,1,86
Lavila,6.6574563,79.9295089,1,1,56.4
Lavinia Blue Boutique Hotel,6.8399222,79.8633908,5,5,28.8
Lavinia Villa,6.8791646,79.8599542,16,13,23.4
Lavish Resort -Sigiriya,7.9339075,80.6894378,1,2,46.8
Lavonca Boutique Hotel,6.9137567,79.8544559,22,43,51.6
Laya Beach Resort,6.6791082,79.9198385,2,4,76
Laya Waves,7.9181726,81.5681725,1,4,70.4
Lazy Bay Hotel,6.8404518,81.8318592,0,11,55.2
Lazy Koala,6.1496085,80.0985343,15,8,28.2
Le Grand Galle,6.0317878,80.2124607,14,35,70.4
Le Grand Meaulnes - Family Hotel,8.0476372,80.7611666,3,2,50.4
"Le Jardin du Fort - A Romantic Hotel de Charme in Galle Fort, Sri Lanka",6.0259287,80.2188249,9,35,55.2
Le Papillon,6.9102248,79.8571214,26,37,52.8
Leaf Watagala,7.0473709,80.2246826,0,0,54
Leisure Land Villas,6.0310407,80.2689841,1,2,62.4
Lemazone Inn,5.94555,80.4587768,3,22,50.4
Leopard Den,8.2426647,80.1508453,1,1,45.6
Leopard Trails,6.3909001,81.3684452,0,0,27.6
Levels Unawatuna,6.0175643,80.2400929,5,17,68.8
Levona Garden Resort,8.0314804,80.7551819,0,6,57.6
LG Hotel Weligama,5.9736512,80.439737,3,14,44.4
Lievi's Tourist Accommodation,8.3330347,80.4082041,11,12,52.8
Life Ayurveda Resort,6.6738987,79.9217243,2,4,49.2
Light House Beach Hut,7.0269121,81.8763736,0,2,27
Lighthouse Ahangama,5.9658816,80.3770888,3,8,58.8
Linwood forest Bungalow,7.2544824,80.6043206,5,7,50.4
Lion Lodge,7.9494248,80.7504118,1,13,54
Little Paradise,6.4216152,79.9976129,7,13,19.2
Little Paradise Tourist Guest House and Holiday Home,8.3234971,80.409848,12,2,51.6
Little Pumpkin Cabanas & Sea food Restaurent,6.0388243,80.8100422,0,4,55.2
Little Swan Guest house,6.4250143,80.0014275,7,14,25.8
Little Tamarind,6.0053658,80.7700019,1,11,28.8
Little Villa,6.6624667,79.9390191,1,1,49.2
Livinya Holiday Resort,6.4163487,81.3308054,3,3,68.8
Liyana Holiday Resort,8.3129133,80.4026441,6,0,48
Liyanage Resort,5.9416105,80.467144,3,21,51.6
Liyonaa Beach Hotel,8.5971914,81.2224422,1,3,54
Liyya Residence,7.3007035,80.6497149,8,35,50.4
Lodge in 611,7.2920626,80.6496575,10,36,50.4
Lohas Beach Resort,6.5969277,79.9525026,3,4,27.6
Lokuge Grand Resort,6.4211745,81.3167994,2,4,40.8
London Palace,51.4958009,-0.1200759,58,60,67.2
Lotus Cottage Guesthouse,9.3979994,80.407689,2,1,49.2
Lotus Inn,6.8006062,79.8817001,23,4,64
Lotus Paradise Nature Resort,6.2941843,80.0505102,3,8,54
Lotus Tourist Inn,7.848516,80.6538048,2,5,43.2
Lotus Villa Holiday Resort,5.9554352,80.5855407,2,2,46.8
Love Birds Beach Hotel,5.9359239,80.5757412,2,5,27.6
Luaya Beach,6.0292951,80.7976544,8,4,27.6
LUCKMADURA HOTEL,7.4628097,80.4043624,6,0,25.8
Lucky Breeze Hotel,6.0425012,80.1977405,22,9,46.8
Lucky Holiday Home,8.306661,80.4169546,3,0,24
Lucky Sea Beach Hotel,6.0301495,80.79869,8,4,28.2
Lucky Tuna,6.0098447,80.2482484,3,19,67.2
Luvi Lucas River Side,5.9766292,80.4360681,3,13,28.2
Luxury Everest Hotel,8.6108078,81.2156837,0,5,26.4
Maalu Maalu Resort & Spa,7.9276049,81.5605941,0,6,90
MacNara Traveller's Inn,6.6743375,80.4180442,2,2,24.6
Madiha Toprest Retreat,5.9378515,80.5075937,2,11,28.2
Madu Ganga Villa,6.2793555,80.0547561,3,6,65.6
Madulkelle Tea and Eco Lodge,7.3929234,80.7238996,0,2,72
Magic Mansion,6.8921984,79.8656075,17,21,68.8
Mahakumara White House Hotel,6.5950052,79.9599534,3,5,23.4
Mahaweli Reach Hotel,7.3252173,80.6312102,14,4,86
Mahi Mahi,6.8406255,79.8979185,5,6,28.8
Mahi Tours,6.4251775,80.0047041,7,13,27
Mahishe Cottage,9.6681558,80.0420234,3,7,27
Main Reef Guest House,6.1274552,80.1047033,15,14,54
Maison D'hotes Sanda Beach,5.9403942,80.4685352,3,20,28.2
Majestic Tourist Hotel,7.2829265,80.6522445,5,25,45.6
Malu Banna,6.4287595,79.9980926,7,18,52.8
Mama Beach Villa,7.2174486,79.8382151,6,13,23.4
Mama's Place Mirissa,5.9439247,80.4544785,3,20,52.8
Man Mountain Villa,7.5069553,80.6052006,0,0,50.4
Manara Beach Resort,6.460038,79.974825,6,6,51.6
Mandara Resort Mirissa,5.9642614,80.4538518,3,15,64
Mandara Rosen Kataragama,6.4013447,81.3265004,2,0,65.6
Mandarina Colombo,6.9000214,79.853616,22,32,86
Mangala Lodge,7.4952412,80.3486299,2,5,48
Mango House,6.0267357,80.218365,10,35,54
Mango House Japanese Guest House,7.2278462,79.872288,0,1,25.8
Mango Tree Spa Beach Hotel,5.9602965,80.6750892,1,2,51.6
Mangrove Beach Cabanas,6.0429682,80.824187,0,4,55.2
Mangrove Beach Chalets,6.0417957,80.8205249,0,4,55.2
Mangrove Cave Hotel and Seafood Restaurant,6.2737724,80.0390998,3,9,62.4
Maniumpathy,6.9128167,79.8756167,19,20,55.2
Mannar Coccos Garden,8.9777833,79.9097998,3,4,49.2
Mannar Guest House,8.9798752,79.9157238,3,4,42
Manor House,7.3265648,80.5944854,5,1,49.2
Mantara villa,5.9591504,80.55731,4,5,55.2
Manthally Cabanas,6.1353015,80.1198786,10,10,56.4
"Mapakada Village, Mahiyangana",7.2851494,81.0407153,0,2,67.2
Maple Leaf Hotel,7.2515282,79.8424535,2,6,44.4
Maresia Beach Villa,6.6605125,79.9273342,1,2,50.4
Margosa Lake Resort,8.3532276,80.4335479,4,2,67.2
Marina Beach Passikudah,7.9249025,81.5632242,0,6,49.2
Marina Bentota,6.4291281,79.9946289,9,17,45.6
Marino Beach Colombo,6.8998615,79.8515132,22,30,92
Matara Rest House Hotel,5.943432,80.547618,3,14,65.6
Mathura Guest House,27.505722,77.6681049,6,12,45.6
Mawella Beach Resort Tangalle,5.998226,80.748065,1,6,25.2
Mayura Apartments - Havelock Rd,6.8811263,79.8669485,19,14,49.2
Mayura Beach Resort & Wedding Hall,5.9429161,80.5539007,3,11,40.8
ME Colombo,6.8856331,79.8682515,17,15,68.8
Meemure isabulana resort,7.4198531,80.8398437,0,4,28.2
Meemure Katu Mati Gedara,7.4210807,80.839503,0,4,25.8
Meezan Ancoombra Tea Estate Bungalow,7.438004,80.563866,1,0,25.8
Mellow Hostel,5.9783787,80.3500823,4,14,52.8
Melvila,6.9556653,79.9237413,1,3,22.8
Merit Hotel,8.3325225,80.3674252,1,3,48
Mermaid Hotel & Club,6.6174755,79.9454727,2,6,68.8
Metro City Hotel,6.9236018,79.8510595,22,60,59.2
Metro Port City Hotel,6.9416844,79.8550153,17,47,57.6
Midigama Holiday Inn,5.9668774,80.3922995,2,9,28.2
Miheen Hotel and Resort,8.3567625,80.5021725,2,7,57.6
Mihisara Resort,8.3070764,80.4406653,1,0,26.4
Milano Tourist Rest,8.3250199,80.4171213,11,0,48
Millennium Restaurant,6.9737812,79.9211174,3,0,51.6
Minara guest house,5.9420064,80.467916,3,21,27
Mindana Residence,8.3075358,80.4219749,2,0,28.2
Minuri Villa,6.119103,80.1296398,13,11,25.8
Miracle City Inn Hostel,6.9143041,79.8508792,20,39,56.4
Mirage Hotel Colombo,6.8704361,79.8586972,13,8,80
Miridiya Holiday Resort,7.0140909,80.3153365,0,0,43.2
Miridiya Lake Resort,8.331368,80.4187731,11,1,62.4
Mirissa Beach Wadiya Guest House,5.9449981,80.4597257,3,21,45.6
Mirissa Gate Resort,5.9381013,80.4739011,3,15,50.4
Mirissa Hills,5.9617842,80.4656238,3,10,55.2
Mirissa Seastar,5.9403878,80.4682704,3,21,22.8
MIRISSA VILLAGE,5.9451144,80.4590568,3,21,46.8
Misty Mountain-Sinharaja,6.3313664,80.5078503,0,2,30
Mitchell Grand Hotel,6.9392503,79.9540019,0,3,67.2
Mithra Paradise Beach Hotel,8.6759335,81.2036462,0,2,25.8
Mitrayu,6.8830348,79.8985523,13,8,28.2
Miura Dutch Edge Hotel,7.2100814,79.8330369,5,13,49.2
Molino Tourist Rest,8.3190512,80.4107015,9,1,24.6
Monaara Resort Anuradapura,8.347784,80.3786315,1,13,56.4
Montana Rest,8.3202103,80.4071086,9,1,51.6
Monty Hotel,7.286468,81.6781616,5,1,62.4
Moon Bridge Beach Resort,5.9391401,80.5705867,2,2,27.6
Moon Light Hotel,7.4150594,79.849279,4,1,67.2
Moonwin Villa,6.3257326,80.0318756,3,5,30
Morning Star Guest House,7.2545066,79.8436378,2,11,51.6
Morning Star Resorts,7.2545066,79.8436378,2,11,51.6
Mosvold Villa,5.9763598,80.35353,4,9,52.8
MOUNT BLUE KANDY,7.2873362,80.6555882,4,24,70.4
Mount Breeze Hotel,6.8404774,79.8632323,5,5,62.4
Mount Lavinia Hotel,6.8331427,79.8619079,5,5,90
Mount Marina Villas,6.0365512,80.2191581,11,34,54
Mount Palace,7.2852498,80.6353648,13,35,48
Mountain View Homestay,7.2873646,80.6529835,5,30,28.2
Mountain Wave Hotel & Surf Shop,6.1260067,80.1066201,17,14,27
Mountain white villa,7.27964,80.6542009,2,10,27
Mountbatten Bungalow,7.2552644,80.6192975,4,2,55.2
Mounts Edge Regency,7.3412028,80.9281961,5,6,65.6
Mountview Homestay Kandy,7.310757,80.638686,7,27,25.2
Muhsin Villa,6.026386,80.2168365,10,35,51.6
Muthu Resort and Restaurant,6.0123562,80.7742522,0,10,46.8
Muthu Village,5.9843681,80.7030495,2,1,26.4
Mutu Village,8.0300877,80.7543141,0,7,52.8
My Holiday Ticket (Pvt) Ltd,6.8822954,79.8563547,16,15,49.2
MY-HOME-RESORT,5.9365938,80.5184513,3,6,30
N 34 Mirissa,5.9470082,80.4607651,3,22,27
Naaval,7.744754,81.700114,5,3,21
Nadeeka Rest,6.4107069,81.3436508,3,2,49.2
Nalaka Relaxing Home,5.9607601,80.4149955,3,12,30
Nallur residence,9.67409,80.031028,4,11,56.4
Nandawanam Guest House,7.9204234,81.5612121,1,4,50.4
National Holiday Resort,6.9607149,80.7786791,4,20,67.2
Nature Cabanas & Floating Restaurant,6.0438521,80.2006927,21,9,46.8
Nature Walk Resort,7.293051,80.646507,12,37,51.6
Natures Bliss Holidays,7.0282636,79.9091807,6,3,42
"'Nature's Edge' Holiday Villa & Shoot location, at Gothatuwa-Rajagiriya , Colombo-Sri Lanka",6.9239373,79.9094516,4,5,54
Naval Beach Rest Inn (Naval Beach Villa),7.740901,81.7055587,5,1,54
Navro Beach Resort,6.7134382,79.9025463,4,2,78
Nebula Residence,7.2360852,79.8433837,2,8,55.2
Neela's Beach Inn,6.125018,80.108655,17,14,56.4
Negombo Beach Villa,7.2518266,79.8468937,2,7,27
Negombo The Nature Villa,7.2403829,79.8464991,2,7,56.4
Negombo Village Guest House,7.2311053,79.8648816,1,0,49.2
Neptune Eco Villas,5.9596976,80.4193163,3,13,27.6
Neptune Weligama,5.9734191,80.4378934,3,13,22.8
New Bay View Villa,5.9565863,80.4176178,2,11,25.8
New Colonial Hotel,6.934335,79.8505679,19,53,19.2
New Imperial Hotel,6.7430074,80.1672702,0,1,30
New Kandy Residence,7.2884224,80.6419655,13,35,32.4
New Ocean Hill Hotel,6.0818889,80.1484371,11,3,45.6
New Old Dutch House Galle Fort,6.028185,80.2156185,10,35,44.4
New Peacock Resort,7.8749437,80.6473236,4,2,54
"New Sunrise Hotel, Batticaloa",7.7327382,81.7076536,5,3,43.2
New Thenu Rest,6.0265475,80.2193443,9,36,22.8
Nico Beach,6.1109229,80.1242915,19,12,21.6
Nico Lagoon Hotel,7.1267943,79.8405246,1,0,50.4
Nil Diya Beach Resort,5.9375535,80.5126412,2,10,44.4
Nilaveli Beach Hotel,8.7060623,81.1885604,0,0,68.8
Nilaveli Beach Resort,8.7199991,81.1803812,0,1,50.4
Nilaweli Beach,8.7003072,81.19205,0,0,67.2
Nilketha Villa Eco Hotel,8.3555326,80.4125213,6,10,42
Ninnada Beach Hotel,7.4073244,79.8175541,0,1,23.4
Nirmaa Shadow Inn,7.9049868,81.5626907,1,0,39.6
Nisala Arana Boutique Villa,6.42863,80.020111,5,5,52.8
Nisala Villas,6.1280262,80.1213314,13,11,28.8
NIVASA,6.8872079,79.8626533,17,19,52.8
No name Rest,6.0085786,80.24391,3,16,54
Nooit Gedacht Heritage Hotel,6.01509,80.2484103,3,17,67.2
Nooit Gedacht Holiday Resort Unawatuna Galle(Luxury rooms for budget price),6.015352,80.2495625,3,18,55.2
North Gate by Jetwing,9.664492,80.0205835,5,17,68.8
Northern Residence,9.6689172,80.0271892,5,14,24.6
Nuga Eden Tangalle,6.0173896,80.788452,8,5,49.2
Number One Mirissa,5.9430703,80.4545078,3,20,49.2
O2 Villas - Weligama,5.9708291,80.4493335,2,13,58.8
Oak Ray Elephant Lake,7.9977849,80.729605,1,1,67.2
Oak Ray Haridra Beach Resort,6.6451639,79.9342998,2,0,62.4
Oak Ray Heritage Hotel,7.2885393,80.639162,13,36,46.8
Oak Ray Regency Hotel,7.274131,80.6076762,7,11,80
Oak Ray Serene Garden Hotel,7.2848843,80.6443184,13,36,62.4
Oak Residencies,6.9707829,79.932001,3,0,51.6
Oasey Ayurveda Hotel,6.3874339,80.0081819,3,3,57.6
Oasis Bay,6.8462442,81.8305315,0,11,49.2
Oasis Beach Resort,7.2396945,79.8416146,1,7,43.2
Oasis Wings Hotel,8.831937,79.963342,0,0,52.8
Occidental Eden Beruwala,6.4444032,79.989132,10,10,88
Ocean Bay Surf Resort,5.9746219,80.4382159,3,13,50.4
Ocean Breeze - Colombo,6.8992599,79.8519888,22,28,45.6
Ocean Crest,5.975523,80.3546382,4,8,27
Ocean Edge Suites & Hotel,6.8985327,79.8522062,21,25,62.4
Ocean palms beach resort,8.5968843,81.2227131,1,3,56.4
Ocean Park Resort,9.2766893,80.8159598,0,1,59.2
Ocean Queen Hotel - Wadduwa,6.6491401,79.9345308,2,0,57.6
Ocean Reef Hotel,6.1942212,80.0620934,16,1,48
Ocean Ripples Resort,6.659323,79.929817,1,2,65.6
Ocean View,6.892842,79.8534993,18,18,20.4
Ocean View Beach Resort,8.2261535,79.7246466,0,4,55.2
Oceanfront Condominium - Nilaveli,8.6829368,81.1998724,0,2,27.6
Oceanic White House,7.2460187,79.8419678,2,7,0
Ohei tangalle,6.0496312,80.821813,0,4,27
Oii By The Villuwa,7.1068933,79.8819539,6,1,50.4
Okvin River Villa,6.432417,80.0253314,4,3,26.4
Okwin Resort,7.029951,80.530032,2,3,67.2
Olanro Negombo Hotel,7.2263162,79.8442923,2,10,65.6
Old Dutch House,6.0267683,80.2165844,10,35,51.6
Olinia Airport Hotel,7.1550308,79.8720815,9,6,55.2
Omega Hotel,6.9438374,79.8639427,19,28,46.8
Omega Regency,6.8692206,79.8621926,16,11,44.4
Omelga Holiday Resort,7.634539,80.2337891,1,0,27
On320 Residencies,6.9192193,79.8590799,25,46,24.6
Onchillawa,5.9469908,80.6242465,0,3,27.6
One More Night Hostel,6.9068349,79.8610384,25,36,73.6
Onilwe Resort Weligama,5.9781021,80.4345948,3,13,28.2
Onreech Hotel,7.1377534,79.8692294,7,4,62.4
Open Sky,6.709307,79.9162318,6,2,28.2
Optimum Residencies Negombo,7.205865,79.8624062,5,5,54
Opulence Colombo,6.9386021,79.8595558,20,48,50.4
Orchid Villa Kandy,7.2879975,80.6100758,4,6,48
Oreeka Hotel - Katunayaka Airport Transit Hotel,7.2299624,79.8931839,0,2,67.2
Orion Beach Way Resort & Cafe,8.6114993,81.2174347,0,5,45.6
Oruthota Chalets,7.3157165,80.7443559,2,1,64
Outpost Weligama - Coliving & Coworking,5.9696134,80.4466908,3,14,57.6
Owinro Beach Hotel & Restaurant,7.296128,79.8388119,2,1,26.4
Owl and the Pussycat Hotel & Restaurant,5.9985458,80.2716487,1,12,52.8
Oynise Beach Cabin,6.06709,80.1693363,12,6,26.4
OYO 103 Lavinia Villa,6.8439358,79.8654455,4,8,49.2
OYO 106 Hotel 12,6.8405636,79.8668038,5,6,22.8
OYO 108 Eestee Rest,6.8864982,79.8555941,16,16,40.8
OYO 111 Sea Shine Beach Hotel,7.0450298,79.8579453,0,2,56
OYO 118 Green Palace,6.8755147,79.8614609,18,12,44.4
OYO 228 Sea View Hotel,6.908082,79.8492912,23,32,23.4
OYO 251 Milton Beach Resort,6.0059462,80.2538786,1,13,57.6
OYO 322 Park View Hotel,9.6607327,80.0313461,3,14,43.2
OYO 332 Jj Villa,6.4366125,79.998841,10,16,51.6
OYO 369 Blue Fox Holidays,6.1293202,80.1049823,16,15,50.4
OYO 375 Station Garden Hotel And Resturant,9.6669374,80.0178912,5,17,48
OYO 388 Surf Sea Breeze,5.9446336,80.4551633,3,21,46.8
OYO 393 Madolduwa Eco Resort,5.9891533,80.3375182,3,18,20.4
OYO 406 Moya Hotel & Beach Resort,7.2716796,79.8435221,2,6,49.2
OYO 426 Villa 45,6.2778213,80.0419418,3,8,52.8
OYO 467 Lioni Holidays Villa,7.2412772,79.8436793,2,7,27
OYO 468 White House Holiday Resort,5.9454735,80.5260241,3,10,49.2
OYO 479 Water Front Hotel,7.3137199,80.6467456,6,7,24.6
OYO 481 Luca's Memorial Hotel,6.3412278,80.0281038,3,1,48
OYO 506 Bandu River Inn,6.5944279,79.9679804,4,3,60.8
OYO 549 Pinipahana Walauwa,5.9460327,80.5577288,4,9,26.4
OYO 558 Akira Beach Hotel,6.7808727,79.8772202,26,2,45.6
OYO MotelVIP,6.8804854,79.8627943,16,14,55.2
Palace Mirissa,5.9428832,80.4542987,3,19,51.6
Palm Beach Hotel Sri Lanka,6.8361188,79.864941,5,6,45.6
Palm Beach Inn & Sea Shells Cabanas,6.4109222,80.0004683,6,10,57.6
Palm Beach Nilaveli,8.681311,81.19972,0,2,46.8
PALM Hotel Sri Lanka,5.9883756,80.3823394,2,1,54
Palm Leaves Hotel,6.9351255,79.8533692,22,54,48
Palm Paradise Cabanas & Villas Beach Resort Tangalle,6.0095738,80.7801863,0,10,68.8
Palmera Eco Resort Nilaveli,8.6961669,81.1817398,0,0,51.6
Palms Villa,7.1949865,79.871026,4,2,54
"Palms, Mount Lavinia",6.8362121,79.8649259,5,6,60.8
Palmstone Retreat,7.0095273,80.4239279,0,2,52.8
Palmyra Nature Resort Sigiriya,7.954708,80.7445297,1,14,56.4
Palmyrah Garden,8.7709453,80.1530488,1,0,46.8
Panchi Villa,6.400478,80.005937,5,3,51.6
pandahousevilla,6.037435,80.2265711,8,34,24
Pandanus Beach Resort & Spa,6.3797342,80.0098175,2,4,84
Panorama Hotel,6.5936009,79.9610242,3,5,80
Panorama Residences,7.234447,79.8427452,2,9,50.4
Panorama Resort & Cafe,7.2874938,80.6554198,4,24,65.6
Paper Moon Kudils,6.9079888,81.8435858,0,5,64
Paradise Beach Club,5.9453169,80.4574505,3,22,67.2
Paradise Beach Resort,5.9374715,80.4793851,2,17,60.8
Paradise Forest Garden,7.5466464,80.6334048,1,0,51.6
Paradise Garden Resort,6.9897845,80.4270885,0,3,25.2
Paradise Inn,6.7824479,79.9106121,22,4,82
Paradise Sand Beach Hotel & Surf Camp,6.8437308,81.8316699,0,11,42
PARADISE VILLA,7.120552,80.0630683,1,0,0
Paragon Beach Resort,5.944896,80.4590322,3,21,42
ParrotFish Bay,5.9401855,80.5008124,2,12,55.2
Pasikuda Eco Village Hotel,7.9199553,81.5726358,0,3,45.6
Passi Villas,7.9258409,81.5705004,0,5,46.8
Peacock Hotel,6.5574571,80.2387305,0,0,68.8
Peacock Villa,5.9467368,80.4637294,3,22,57.6
Peacock Wings Guest,5.9415985,80.4679283,3,21,23.4
Peak House,5.9622649,80.7140547,2,3,28.2
Pearl City Hotel,6.8957553,79.8553637,19,24,64
Pearl Cliff Hotel Matara,5.9419021,80.5648269,4,7,62.4
Pearl Grand Hotel,6.8961931,79.8554037,19,24,64
Pearl House Resort,8.3139755,80.4293413,1,0,55.2
Pearl Inn Green Nilaveli,8.695906,81.18972,0,0,54
Pearl Oceanic Resort,8.6365976,81.2230485,0,2,51.6
Pearl Resort Mirissa,5.9487444,80.455916,3,22,25.8
Pearl Rest,6.8854984,79.8557945,17,16,
Pedlars Manor,6.0180911,80.2782838,1,0,27
Pegasus Reef Hotel,6.9997112,79.8691419,0,2,82
Pelwehera Village Resort,7.903621,80.66936,0,1,65.6
Peninsula Hotel,7.3041989,80.6346891,13,36,0
Peradeniya Green Mountain Eco,7.2702576,80.5910064,5,8,55.2
Pesalai Beach View Hotel,9.0850894,79.8276411,1,1,42
Pigeon Island Beach Resort,8.7122277,81.1836359,0,0,64
Pinidiya Resort,6.7214178,80.0336979,0,0,18
Pinki mirissa guest house and restaurant,5.9463645,80.4579502,3,22,54
Pinnacle Boutique Villas,6.0568864,80.2048255,13,6,28.8
Pinthaliya Resort & Spa,7.9904402,80.7238783,1,1,45.6
Piumara Residence,7.2856741,80.6455986,12,36,49.2
Plantation Surf Inn & Restaurant - Midigama,5.9618579,80.397851,2,12,56.4
Platinum One Suites,6.9006485,79.853387,22,32,68.8
Pleasant Park Holiday Inn,8.59872,81.219149,1,5,51.6
Pleasure Island Guest House,7.8722106,80.632785,0,2,45.6
Pledge Scape Negombo,7.2253728,79.8397553,2,11,72
Polhena Bay Resort,5.9365247,80.5240199,3,8,48
Polhena Coral Reef Resort,5.9360955,80.5222371,3,9,46.8
Polhena Grand Resort & Banquet,5.936719,80.5240359,3,8,26.4
Polhena Sea View Rest,5.9360029,80.5220979,3,9,42
Polhena Village Resort,5.9365256,80.5240668,3,8,25.8
"Polwaththa Eco-Lodges, Kandy, Sri Lanka",7.3262791,80.7330499,2,2,27
Poppies,6.9014397,79.9055885,9,14,22.2
Port View City Hotel,6.9403727,79.8562455,19,48,45.6
Praneeth guest house on the beach,5.9409035,80.4676681,3,21,52.8
Prestige Court Residence Hotel,6.8323202,79.8652553,5,7,22.2
Pure Nature Hotel Kandy,7.2623233,80.6161053,6,5,52.8
Queens Beach Hotel,6.0180946,80.7889662,8,5,52.8
Queens Hotel,7.2934491,80.6383943,14,38,18
Queen's Hotel,7.2934491,80.6383943,14,38,20.4
Queens Mount Kandy,7.2922409,80.6484124,11,38,50.4
QUENCH INN,7.2852202,81.6867973,3,1,50.4
R Degrees,6.243021,80.048715,9,9,54
R&B Guest House,6.9316702,79.8740109,21,11,22.2
Rafters Retreat,6.9957304,80.4051934,0,4,50.4
Rainforest Edge,6.4661738,80.4331403,0,0,22.2
Rajarata Hotel Anuradhapura,8.3306313,80.4190447,11,1,65.6
Rajarata Reach Resort,8.3251518,80.4048283,11,5,50.4
Rajarata White Palace By Travel Corners,8.3095407,80.4232409,2,0,22.2
Ramada by Wyndham Colombo,6.9213337,79.8477575,23,58,82
Ramada by Wyndham Katunayake Colombo International Airport,7.111589,79.8815524,6,0,60.8
"Ramadia Ranmal Holiday Resort, llc",6.7637156,79.8979742,15,0,80
Rambas Reserve,6.8910776,80.1990056,0,0,22.8
Ramon Beach Resort,6.2427488,80.0484681,9,9,46.8
Ramya Ru Beach Home,6.0700129,80.1656267,12,6,26.4
Ran Dhara Resort,6.2276961,80.054142,13,9,25.8
Ran sea Hotel,5.9637149,80.6902332,1,5,43.2
Randholee Resorts & Spa,7.2634119,80.6166076,6,5,65.6
Randiya Epiliyagoda Resort,6.910161,80.2286863,0,0,49.2
Randiya Hotels,6.7504641,79.8933367,4,2,80
Randiya Sea View Hotel,5.9447226,80.4608155,3,22,52.8
Randoni Villa,7.1253823,79.8931121,7,1,56.4
Randula Grand Venus Hotel,7.0250121,79.9787435,0,0,64
Rangala House,7.345313,80.7748,0,1,55.2
Range Kandy,7.2899013,80.6544081,4,29,50.4
Rangiri Dambulla Resort,7.8482739,80.6343913,0,3,68.8
Ranmal Airport Transit Hotel,7.15539,79.8745961,9,6,34.8
Ranmal Beach Hotel,6.1233188,80.1116315,15,11,46.8
Ranmin Dampe Resort,6.766286,79.9190656,21,0,49.2
Ranthaliya New Rest House,7.4913802,80.3613815,8,8,56
Ranveli Beach Resort - Mount Lavinia,6.8357061,79.8634358,5,6,60.8
Ranweli Holiday Village,7.2827175,79.8406995,3,5,82
Ratna Gems Halt,6.6873693,80.4007401,3,2,48
Reef Edge Sea Food Restuarant,5.9370316,80.5281846,3,10,49.2
Reef Garden Hotel Polhena,5.9370407,80.5270842,3,9,40.8
Reef Sri Lanka,6.6591706,79.9291915,1,2,55.2
Refresh Cabana Gardens,6.38319,81.3153157,1,0,51.6
RELIANCE HOLIDAY RESORT,8.3620075,80.3680614,1,3,28.8
Renuka City Hotel,6.9085474,79.8502884,23,35,82
Reside Cabana,7.4548033,80.3451278,3,0,25.2
Residence jasmine,6.43693,79.994173,10,16,54
Resort Beam,7.2837527,80.6354525,13,35,54
